stage,aggression,action,stake,play_style,hand_quality
hole,1.1806,calls,1.806,average,0.124
hole,1.1806,calls,1.806,safe,0.258
flop,0.213922,folds,2.13922,agressive,0.57817
flop,0.213922,folds,2.13922,average,0.10823
flop,0.213922,folds,2.13922,safe,0.57817
hole,1.1,calls,1.0,agressive,0.124
hole,1.1,calls,1.0,average,0.151
hole,1.1,calls,1.0,safe,0.311
flop,0.243525,folds,2.43525,agressive,0.10823
flop,0.243525,folds,2.43525,average,0.24514
flop,0.243525,folds,2.43525,safe,0.9741
hole,1.1,calls,1.0,agressive,0.168
hole,1.1,calls,1.0,average,0.151
hole,-1.1,folds,1.0,safe,0.139
flop,1.0,checks,0.0,agressive,0.34135
flop,2.206984,bets,2.06984,average,0.82794
flop,0.206984,folds,2.06984,agressive,0.34135
hole,1.1,calls,1.0,agressive,0.19
hole,-1.1,folds,1.0,average,0.086
hole,1.1,calls,1.0,safe,0.216
flop,0.16628099999999998,folds,1.66281,agressive,0.42091
flop,0.16628099999999998,folds,1.66281,safe,0.43756
hole,1.1,calls,1.0,agressive,0.168
hole,1.1,calls,1.0,average,0.232
hole,-1.1,folds,1.0,safe,0.11
flop,1.0,checks,0.0,agressive,0.57817
flop,2.221785,bets,2.21785,average,0.88714
flop,0.22178499999999998,folds,2.21785,agressive,0.57817
hole,1.1512,bets,1.512,agressive,0.216
hole,1.1512,calls,1.512,average,0.128
hole,-0.8488,folds,1.512,safe,0.107
flop,1.0,checks,0.0,agressive,0.52266
flop,2.198427,bets,1.98427,average,0.79371
flop,0.198427,folds,1.98427,agressive,0.52266
hole,1.1,calls,1.0,agressive,0.133
hole,-1.1,folds,1.0,average,0.095
hole,1.1,calls,1.0,safe,0.206
flop,1.0,checks,0.0,agressive,0.03053
flop,1.0,checks,0.0,safe,0.18594
turn,1.0,checks,0.0,agressive,0.03092
turn,2.212319,bets,2.12319,safe,0.84928
turn,0.212319,folds,2.12319,agressive,0.03092
hole,1.1,calls,1.0,agressive,0.159
hole,1.1,calls,1.0,average,0.219
hole,-1.1,folds,1.0,safe,0.135
flop,2.227336,calls,2.27336,agressive,0.67253
flop,2.227336,calls,2.27336,average,0.72803
turn,1.225604,folds,2.25604,agressive,0.58261
turn,3.225604,calls,2.25604,average,0.61739
river,4.219192,calls,2.19192,average,0.64545
hole,1.1491,bets,1.491,agressive,0.213
hole,1.1491,calls,1.491,average,0.294
hole,-0.8509,folds,1.491,safe,0.168
flop,1.0,checks,0.0,agressive,0.44126
flop,1.0,checks,0.0,average,0.58927
turn,1.0,checks,0.0,agressive,0.46087
turn,2.234783,bets,2.34783,average,0.93913
turn,0.23478300000000002,folds,2.34783,agressive,0.46087
hole,1.1561,bets,1.561,agressive,0.223
hole,1.1561,calls,1.561,average,0.142
hole,-0.8439,folds,1.561,safe,0.17
flop,0.166512,folds,1.66512,agressive,0.56337
flop,0.166512,folds,1.66512,average,0.05273
hole,1.1533,bets,1.533,agressive,0.219
hole,1.1533,calls,1.533,average,0.136
hole,1.1533,calls,1.533,safe,0.229
flop,2.182007,bets,1.82007,agressive,0.72803
flop,0.182007,folds,1.82007,average,0.14154
flop,0.182007,folds,1.82007,safe,0.47456
hole,1.1708,bets,1.708,agressive,0.244
hole,1.1708,calls,1.708,average,0.107
hole,-0.8291999999999999,folds,1.708,safe,0.19
flop,1.0,checks,0.0,agressive,0.55227
flop,1.0,checks,0.0,average,0.03053
turn,1.0,checks,0.0,agressive,0.457
turn,1.0,checks,0.0,average,0.03188
river,2.25,bets,2.5,agressive,1.0
river,0.25,folds,2.5,average,0.1303
hole,1.1,calls,1.0,agressive,0.128
hole,1.1,calls,1.0,average,0.181
hole,1.1,calls,1.0,safe,0.169
flop,0.17206300000000002,folds,1.72063,agressive,0.23404
flop,0.17206300000000002,folds,1.72063,average,0.39685
flop,2.172063,calls,1.72063,safe,0.92877
turn,2.0,checks,0.0,safe,0.77295
river,3.235354,bets,2.35354,safe,0.94141
hole,-1.1,folds,1.0,agressive,0.091
hole,1.1,calls,1.0,average,0.101
hole,-1.1,folds,1.0,safe,0.119
flop,1.0,checks,0.0,average,0.14154
turn,2.179227,bets,1.79227,average,0.71691
hole,1.1,calls,1.0,agressive,0.108
hole,1.1,calls,1.0,average,0.117
hole,-1.1,folds,1.0,safe,0.096
flop,0.187789,folds,1.87789,agressive,0.08603
flop,2.187789,calls,1.87789,average,0.68085
turn,2.0,checks,0.0,average,0.5343
river,1.171212,folds,1.71212,average,0.57475
hole,1.1,calls,1.0,agressive,0.192
hole,-1.1,folds,1.0,average,0.096
hole,1.1,calls,1.0,safe,0.173
flop,1.0,checks,0.0,agressive,0.44126
flop,2.247456,bets,2.47456,safe,0.98982
flop,0.24745599999999998,folds,2.47456,agressive,0.44126
hole,1.1,calls,1.0,agressive,0.14
hole,1.1,calls,1.0,average,0.187
hole,1.1,calls,1.0,safe,0.216
flop,2.161425,bets,1.61425,agressive,0.6457
flop,2.161425,calls,1.61425,average,0.92692
flop,0.16142499999999999,folds,1.61425,safe,0.35245
turn,2.0,checks,0.0,agressive,0.50242
turn,3.213527,bets,2.13527,average,0.85411
turn,1.213527,folds,2.13527,agressive,0.50242
hole,1.1,calls,1.0,agressive,0.135
hole,1.1,calls,1.0,average,0.114
hole,1.1,calls,1.0,safe,0.16
flop,2.175994,bets,1.75994,agressive,0.70398
flop,0.175994,folds,1.75994,average,0.05643
flop,0.175994,folds,1.75994,safe,0.55597
hole,-1.1,folds,1.0,agressive,0.089
hole,1.1,calls,1.0,average,0.185
hole,-1.1,folds,1.0,safe,0.117
flop,0.22594799999999998,folds,2.25948,average,0.29695
hole,-1.1,folds,1.0,agressive,0.099
hole,1.1,calls,1.0,average,0.151
hole,1.1,calls,1.0,safe,0.195
flop,0.20721599999999998,folds,2.07216,average,0.25624
flop,2.207216,calls,2.07216,safe,0.84366
turn,3.201691,calls,2.01691,safe,0.82222
river,4.194444,calls,1.94444,safe,0.77778
hole,1.1,calls,1.0,agressive,0.139
hole,1.1,calls,1.0,average,0.139
hole,1.1,calls,1.0,safe,0.164
flop,0.25,folds,2.5,agressive,0.31915
flop,0.25,folds,2.5,average,0.11933
flop,0.25,folds,2.5,safe,0.22294
hole,1.1,calls,1.0,agressive,0.167
hole,1.1,calls,1.0,average,0.148
hole,1.1,calls,1.0,safe,0.279
flop,2.209991,calls,2.09991,agressive,0.93154
flop,0.20999099999999998,folds,2.09991,average,0.15264
flop,2.209991,calls,2.09991,safe,0.97132
turn,3.176812,calls,1.76812,agressive,0.87923
turn,3.176812,calls,1.76812,safe,0.91691
river,4.186364,calls,1.86364,agressive,0.85859
river,4.186364,calls,1.86364,safe,0.87374
hole,1.1,calls,1.0,agressive,0.1
hole,1.1,calls,1.0,average,0.215
hole,1.1,calls,1.0,safe,0.216
flop,0.199121,folds,1.99121,agressive,0.04533
flop,2.199121,calls,1.99121,average,1.0
flop,0.199121,folds,1.99121,safe,0.48936
turn,3.20942,calls,2.0942,average,0.98164
river,4.167929,calls,1.67929,average,0.93535
hole,1.1,calls,1.0,agressive,0.189
hole,1.1,calls,1.0,average,0.114
hole,1.1,calls,1.0,safe,0.167
flop,0.221092,folds,2.21092,agressive,0.26735
flop,0.221092,folds,2.21092,average,0.09713
flop,0.221092,folds,2.21092,safe,0.55597
hole,1.2352,bets,2.352,agressive,0.336
hole,1.2352,calls,2.352,average,0.216
hole,-0.7648,folds,2.352,safe,0.133
flop,2.240287,calls,2.40287,agressive,0.95005
flop,2.240287,calls,2.40287,average,0.716
turn,3.221014,calls,2.21014,agressive,0.88792
turn,1.221014,folds,2.21014,average,0.55845
river,4.209848,calls,2.09848,agressive,0.84343
hole,1.1561,bets,1.561,agressive,0.223
hole,1.1561,calls,1.561,average,0.162
hole,-0.8439,folds,1.561,safe,0.119
flop,2.212997,bets,2.12997,agressive,0.85199
flop,2.212997,calls,2.12997,average,0.60592
turn,3.2,bets,2.0,agressive,0.8
turn,1.2,folds,2.0,average,0.47053
hole,-1.1,folds,1.0,agressive,0.086
hole,1.1,calls,1.0,average,0.215
hole,1.1,calls,1.0,safe,0.156
flop,2.150093,bets,1.50093,average,0.60037
flop,0.150093,folds,1.50093,safe,0.41906
hole,1.1,calls,1.0,agressive,0.167
hole,1.1,calls,1.0,average,0.168
hole,-1.1,folds,1.0,safe,0.105
flop,1.0,checks,0.0,agressive,0.52266
flop,2.231961,bets,2.31961,average,0.92784
flop,0.231961,folds,2.31961,agressive,0.52266
hole,1.1,calls,1.0,agressive,0.161
hole,1.1,calls,1.0,average,0.124
hole,-1.1,folds,1.0,safe,0.115
flop,0.19819599999999998,folds,1.98196,agressive,0.51156
flop,0.19819599999999998,folds,1.98196,average,0.10823
hole,1.1,calls,1.0,agressive,0.151
hole,1.1,calls,1.0,average,0.242
hole,-1.1,folds,1.0,safe,0.132
flop,0.170907,folds,1.70907,agressive,0.26735
flop,2.170907,calls,1.70907,average,0.99537
turn,3.150483,calls,1.50483,average,0.98647
river,4.22298,bets,2.2298,average,0.89192
hole,1.1407,bets,1.407,agressive,0.201
hole,1.1407,calls,1.407,average,0.162
hole,-0.8593,folds,1.407,safe,0.173
flop,2.1806200000000002,bets,1.8062,agressive,0.72248
flop,2.1806200000000002,calls,1.8062,average,0.99445
turn,2.0,checks,0.0,agressive,0.58068
turn,3.240097,bets,2.40097,average,0.96039
turn,1.240097,folds,2.40097,agressive,0.58068
hole,1.1,calls,1.0,agressive,0.151
hole,-1.1,folds,1.0,average,0.095
hole,1.1,calls,1.0,safe,0.278
flop,1.0,checks,0.0,agressive,0.18594
flop,1.0,checks,0.0,safe,0.71878
turn,1.0,checks,0.0,agressive,0.1942
turn,1.0,checks,0.0,safe,0.75072
river,1.0,checks,0.0,agressive,0.12424
river,1.0,checks,0.0,safe,0.65556
hole,1.1,calls,1.0,agressive,0.108
hole,1.1,calls,1.0,average,0.151
hole,1.3444,bets,3.444,safe,0.492
hole,0.3444,folds,3.444,agressive,0.108
hole,0.3444,folds,3.444,average,0.151
hole,1.1,calls,1.0,agressive,0.142
hole,1.1,calls,1.0,average,0.143
hole,-1.1,folds,1.0,safe,0.128
flop,1.0,checks,0.0,agressive,0.40796
flop,2.221785,bets,2.21785,average,0.88714
flop,0.22178499999999998,folds,2.21785,agressive,0.40796
hole,1.1981,bets,1.981,agressive,0.283
hole,-0.8019000000000001,folds,1.981,average,0.089
hole,-0.8019000000000001,folds,1.981,safe,0.1
flop,1.0,checks,0.0,agressive,0.45976
turn,1.0,checks,0.0,agressive,0.33333
river,1.0,checks,0.0,agressive,0.17273
hole,1.1,calls,1.0,agressive,0.114
hole,1.1,calls,1.0,average,0.169
hole,1.1,calls,1.0,safe,0.18
flop,2.221554,calls,2.21554,agressive,0.73636
flop,0.22155399999999997,folds,2.21554,average,0.14894
flop,0.22155399999999997,folds,2.21554,safe,0.79463
turn,1.184058,folds,1.84058,agressive,0.58937
hole,1.1,calls,1.0,agressive,0.113
hole,-1.1,folds,1.0,average,0.095
hole,1.1,calls,1.0,safe,0.16
flop,0.206059,folds,2.06059,agressive,0.28585
flop,0.206059,folds,2.06059,safe,0.21184
hole,1.1757,bets,1.757,agressive,0.251
hole,-0.8243,folds,1.757,average,0.089
hole,-0.8243,folds,1.757,safe,0.144
flop,0.236124,folds,2.36124,agressive,0.47456
hole,1.1,calls,1.0,agressive,0.133
hole,1.1,calls,1.0,average,0.119
hole,1.1,calls,1.0,safe,0.233
flop,0.245837,folds,2.45837,agressive,0.11933
flop,0.245837,folds,2.45837,average,0.33025
flop,0.245837,folds,2.45837,safe,0.88529
hole,1.1,calls,1.0,agressive,0.133
hole,1.1,calls,1.0,average,0.201
hole,-1.1,folds,1.0,safe,0.106
flop,0.241674,folds,2.41674,agressive,0.11933
flop,2.241674,calls,2.41674,average,0.62257
turn,3.226087,calls,2.26087,average,0.65024
river,2.211869,folds,2.11869,average,0.50606
hole,-1.1,folds,1.0,agressive,0.091
hole,1.1,calls,1.0,average,0.176
hole,-1.1,folds,1.0,safe,0.086
flop,1.0,checks,0.0,average,0.18594
turn,1.0,checks,0.0,average,0.1942
river,0.15883799999999998,folds,1.58838,average,0.1303
hole,1.1,calls,1.0,agressive,0.128
hole,-1.1,folds,1.0,average,0.095
hole,1.1,calls,1.0,safe,0.223
flop,1.0,checks,0.0,agressive,0.04533
flop,1.0,checks,0.0,safe,0.45236
turn,0.22753600000000002,folds,2.27536,agressive,0.05894
turn,2.227536,calls,2.27536,safe,0.91787
river,3.193434,calls,1.93434,safe,0.78182
hole,1.1,calls,1.0,agressive,0.151
hole,1.1,calls,1.0,average,0.114
hole,-1.1,folds,1.0,safe,0.139
flop,0.206059,folds,2.06059,agressive,0.43016
flop,2.2060589999999998,calls,2.06059,average,0.76226
turn,3.167874,calls,1.67874,average,0.62126
river,4.177525,calls,1.77525,average,0.67273
hole,1.1,calls,1.0,agressive,0.114
hole,1.1,calls,1.0,average,0.128
hole,-1.1,folds,1.0,safe,0.134
flop,0.241906,folds,2.41906,agressive,0.05643
flop,0.241906,folds,2.41906,average,0.29325
hole,1.1512,bets,1.512,agressive,0.216
hole,1.1512,calls,1.512,average,0.107
hole,-0.8488,folds,1.512,safe,0.108
flop,1.0,checks,0.0,agressive,0.46346
flop,1.0,checks,0.0,average,0.00833
turn,1.0,checks,0.0,agressive,0.36812
turn,1.0,checks,0.0,average,0.0087
river,2.197727,bets,1.97727,agressive,0.79091
river,0.197727,folds,1.97727,average,0.00909
hole,-1.1,folds,1.0,agressive,0.096
hole,1.1,calls,1.0,average,0.166
hole,-1.1,folds,1.0,safe,0.119
flop,1.0,checks,0.0,average,0.18594
turn,1.0,checks,0.0,average,0.12464
river,1.0,checks,0.0,average,0.1303
hole,1.2058,bets,2.058,agressive,0.294
hole,-0.7942,folds,2.058,average,0.137
hole,-0.7942,folds,2.058,safe,0.134
flop,1.0,checks,0.0,agressive,0.57447
turn,1.0,checks,0.0,agressive,0.3314
river,1.0,checks,0.0,agressive,0.24848
hole,1.1,calls,1.0,agressive,0.105
hole,1.1,calls,1.0,average,0.154
hole,1.1,calls,1.0,safe,0.174
flop,2.243987,calls,2.43987,agressive,0.83811
flop,0.243987,folds,2.43987,average,0.53377
flop,0.243987,folds,2.43987,safe,0.56707
turn,3.243237,calls,2.43237,agressive,0.82705
river,4.235354,calls,2.35354,agressive,0.71919
hole,1.1,calls,1.0,agressive,0.135
hole,1.1,calls,1.0,average,0.163
hole,1.1,calls,1.0,safe,0.222
flop,2.172525,calls,1.72525,agressive,0.89454
flop,0.17252499999999998,folds,1.72525,average,0.09713
flop,0.17252499999999998,folds,1.72525,safe,0.52266
turn,3.193961,bets,1.93961,agressive,0.77585
hole,1.1,calls,1.0,agressive,0.149
hole,-1.1,folds,1.0,average,0.089
hole,1.1,calls,1.0,safe,0.229
flop,1.0,checks,0.0,agressive,0.34135
flop,1.0,checks,0.0,safe,0.47456
turn,1.0,checks,0.0,agressive,0.25604
turn,2.25,bets,2.5,safe,1.0
turn,0.25,folds,2.5,agressive,0.25604
hole,1.1512,bets,1.512,agressive,0.216
hole,1.1512,calls,1.512,average,0.123
hole,1.1512,calls,1.512,safe,0.251
flop,0.223636,folds,2.23636,agressive,0.35245
flop,0.223636,folds,2.23636,average,0.29695
flop,0.223636,folds,2.23636,safe,0.47456
hole,1.1575,bets,1.575,agressive,0.225
hole,1.1575,calls,1.575,average,0.114
hole,1.1575,calls,1.575,safe,0.24
flop,1.0,checks,0.0,agressive,0.43108
flop,1.0,checks,0.0,average,0.05458
flop,1.0,checks,0.0,safe,0.70028
turn,0.24130400000000002,folds,2.41304,agressive,0.45024
turn,0.24130400000000002,folds,2.41304,average,0.06763
turn,0.24130400000000002,folds,2.41304,safe,0.58164
hole,1.1,calls,1.0,agressive,0.161
hole,1.1,calls,1.0,average,0.133
hole,-1.1,folds,1.0,safe,0.123
flop,1.0,checks,0.0,agressive,0.51156
flop,1.0,checks,0.0,average,0.30805
turn,0.213043,folds,2.13043,agressive,0.38357
turn,0.213043,folds,2.13043,average,0.21739
hole,1.1,calls,1.0,agressive,0.195
hole,1.1,calls,1.0,average,0.173
hole,-1.1,folds,1.0,safe,0.095
flop,1.0,checks,0.0,agressive,0.56707
flop,2.165819,bets,1.65819,average,0.66327
flop,0.165819,folds,1.65819,agressive,0.56707
hole,1.1806,bets,1.806,agressive,0.258
hole,1.1806,calls,1.806,average,0.117
hole,-0.8194,folds,1.806,safe,0.17
flop,2.208372,calls,2.08372,agressive,0.94635
flop,2.208372,calls,2.08372,average,0.79833
turn,3.168116,calls,1.68116,agressive,0.94879
turn,3.168116,calls,1.68116,average,0.64638
river,4.226768,bets,2.26768,agressive,0.90707
river,2.226768,folds,2.26768,average,0.52121
hole,1.1,calls,1.0,agressive,0.173
hole,1.2352,bets,2.352,average,0.336
hole,-0.7648,folds,2.352,safe,0.107
hole,2.2352,calls,2.352,agressive,0.173
flop,2.0,checks,0.0,agressive,0.51896
flop,2.2463,bets,2.463,average,0.9852
flop,1.2463,folds,2.463,agressive,0.51896
hole,1.1,calls,1.0,agressive,0.151
hole,-1.1,folds,1.0,average,0.095
hole,-1.1,folds,1.0,safe,0.133
flop,1.0,checks,0.0,agressive,0.14894
turn,0.223188,folds,2.23188,agressive,0.15556
hole,1.1,calls,1.0,agressive,0.11
hole,1.1,calls,1.0,average,0.151
hole,1.1,calls,1.0,safe,0.267
flop,1.0,checks,0.0,agressive,0.22294
flop,1.0,checks,0.0,average,0.25624
flop,1.0,checks,0.0,safe,0.70768
turn,1.0,checks,0.0,agressive,0.24444
turn,1.0,checks,0.0,average,0.26763
turn,1.0,checks,0.0,safe,0.60386
river,1.0,checks,0.0,agressive,0.13535
river,1.0,checks,0.0,average,0.15859
river,1.0,checks,0.0,safe,0.42929
hole,1.1,calls,1.0,agressive,0.145
hole,1.1,calls,1.0,average,0.123
hole,1.1,calls,1.0,safe,0.148
flop,1.0,checks,0.0,agressive,0.09713
flop,1.0,checks,0.0,average,0.51156
flop,1.0,checks,0.0,safe,0.29695
turn,2.177778,bets,1.77778,agressive,0.71111
turn,0.177778,folds,1.77778,average,0.41449
turn,0.177778,folds,1.77778,safe,0.22126
hole,1.1645,bets,1.645,agressive,0.235
hole,1.1645,calls,1.645,average,0.114
hole,-0.8355,folds,1.645,safe,0.156
flop,1.0,checks,0.0,agressive,0.47456
flop,2.188714,bets,1.88714,average,0.75486
flop,0.188714,folds,1.88714,agressive,0.47456
hole,1.1,calls,1.0,agressive,0.166
hole,1.2352,bets,2.352,average,0.336
hole,-0.7648,folds,2.352,safe,0.19
hole,2.2352,calls,2.352,agressive,0.166
flop,2.0,checks,0.0,agressive,0.39685
flop,2.212535,bets,2.12535,average,0.85014
flop,1.212535,folds,2.12535,agressive,0.39685
hole,1.1,calls,1.0,agressive,0.142
hole,1.1,calls,1.0,average,0.194
hole,1.1,calls,1.0,safe,0.235
flop,2.19519,calls,1.9519,agressive,0.98427
flop,0.19519,folds,1.9519,average,0.55597
flop,0.19519,folds,1.9519,safe,0.47456
turn,3.181401,calls,1.81401,agressive,0.9256
river,4.162879,calls,1.62879,agressive,0.66768
hole,1.1,calls,1.0,agressive,0.11
hole,1.1,calls,1.0,average,0.12
hole,-1.1,folds,1.0,safe,0.095
flop,1.0,checks,0.0,agressive,0.22294
flop,2.168131,bets,1.68131,average,0.67253
flop,0.168131,folds,1.68131,agressive,0.22294
hole,1.1,calls,1.0,agressive,0.105
hole,1.1,calls,1.0,average,0.185
hole,1.1,calls,1.0,safe,0.244
flop,1.0,checks,0.0,agressive,0.09713
flop,1.0,checks,0.0,average,0.31915
flop,1.0,checks,0.0,safe,0.57817
turn,1.0,checks,0.0,agressive,0.10145
turn,1.0,checks,0.0,average,0.24444
turn,1.0,checks,0.0,safe,0.47246
river,1.0,checks,0.0,agressive,0.03737
river,1.0,checks,0.0,average,0.15455
river,1.0,checks,0.0,safe,0.34444
hole,1.1953,bets,1.953,agressive,0.279
hole,1.1953,calls,1.953,average,0.19
hole,-0.8047,folds,1.953,safe,0.139
flop,2.25,bets,2.5,agressive,1.0
flop,2.25,calls,2.5,average,0.91119
turn,3.25,bets,2.5,agressive,1.0
turn,3.25,calls,2.5,average,0.97295
river,4.25,bets,2.5,agressive,1.0
river,4.25,calls,2.5,average,0.97172
hole,1.1,calls,1.0,agressive,0.107
hole,1.1,calls,1.0,average,0.148
hole,1.1,calls,1.0,safe,0.189
flop,0.15148,folds,1.5148,agressive,0.03053
flop,0.15148,folds,1.5148,average,0.29695
flop,0.15148,folds,1.5148,safe,0.44126
hole,1.1,calls,1.0,agressive,0.105
hole,1.1,calls,1.0,average,0.184
hole,-1.1,folds,1.0,safe,0.095
flop,2.161193,bets,1.61193,agressive,0.64477
flop,0.161193,folds,1.61193,average,0.52636
hole,1.1,calls,1.0,agressive,0.169
hole,1.1,calls,1.0,average,0.147
hole,-1.1,folds,1.0,safe,0.123
flop,2.2384370000000002,bets,2.38437,agressive,0.95375
flop,2.2384370000000002,calls,2.38437,average,0.9741
turn,3.155314,bets,1.55314,agressive,0.62126
turn,3.155314,calls,1.55314,average,0.71594
river,3.0,checks,0.0,agressive,0.50505
river,4.177525,bets,1.77525,average,0.7101
river,2.177525,folds,1.77525,agressive,0.50505
hole,1.1512,bets,1.512,agressive,0.216
hole,-0.8488,folds,1.512,average,0.091
hole,-0.8488,folds,1.512,safe,0.175
flop,1.0,checks,0.0,agressive,0.32285
turn,1.0,checks,0.0,agressive,0.18261
river,1.0,checks,0.0,agressive,0.19091
hole,1.1,calls,1.0,agressive,0.14
hole,1.1,calls,1.0,average,0.128
hole,1.1,calls,1.0,safe,0.235
flop,2.152868,calls,1.52868,agressive,0.65217
flop,2.152868,calls,1.52868,average,0.98427
flop,0.152868,folds,1.52868,safe,0.46346
turn,2.0,checks,0.0,agressive,0.55362
turn,3.236232,bets,2.36232,average,0.94493
turn,1.236232,folds,2.36232,agressive,0.55362
hole,1.1757,bets,1.757,agressive,0.251
hole,1.1757,calls,1.757,average,0.201
hole,-0.8243,folds,1.757,safe,0.166
flop,2.150093,bets,1.50093,agressive,0.60037
flop,2.150093,calls,1.50093,average,0.72248
turn,2.0,checks,0.0,agressive,0.48019
turn,3.150966,bets,1.50966,average,0.60386
turn,1.150966,folds,1.50966,agressive,0.48019
hole,1.1,calls,1.0,agressive,0.108
hole,1.1,calls,1.0,average,0.204
hole,1.1,calls,1.0,safe,0.192
flop,1.0,checks,0.0,agressive,0.15264
flop,2.1762259999999998,bets,1.76226,average,0.7049
flop,0.176226,folds,1.76226,safe,0.34135
flop,0.176226,folds,1.76226,agressive,0.15264
hole,1.1,calls,1.0,agressive,0.176
hole,1.1,calls,1.0,average,0.101
hole,1.1,calls,1.0,safe,0.174
flop,2.174607,bets,1.74607,agressive,0.69843
flop,2.174607,calls,1.74607,average,0.78446
flop,2.174607,calls,1.74607,safe,0.80666
turn,3.232367,bets,2.32367,agressive,0.92947
turn,3.232367,calls,2.32367,average,0.75266
turn,3.232367,calls,2.32367,safe,0.93527
river,4.174242,bets,1.74242,agressive,0.69697
river,4.174242,calls,1.74242,average,0.81616
river,4.174242,calls,1.74242,safe,0.81818
hole,1.1,calls,1.0,agressive,0.189
hole,1.1,calls,1.0,average,0.151
hole,-1.1,folds,1.0,safe,0.13
flop,1.0,checks,0.0,agressive,0.15634
flop,2.223404,bets,2.23404,average,0.89362
flop,0.223404,folds,2.23404,agressive,0.15634
hole,1.1,calls,1.0,agressive,0.166
hole,1.1,calls,1.0,average,0.142
hole,1.1,calls,1.0,safe,0.19
flop,1.0,checks,0.0,agressive,0.39685
flop,2.205365,bets,2.05365,average,0.82146
flop,0.20536500000000002,folds,2.05365,safe,0.52266
flop,0.20536500000000002,folds,2.05365,agressive,0.39685
hole,1.1631,bets,1.631,agressive,0.233
hole,1.1631,calls,1.631,average,0.137
hole,1.1631,calls,1.631,safe,0.379
flop,0.173451,folds,1.73451,agressive,0.56707
flop,2.173451,calls,1.73451,average,0.90194
flop,2.173451,calls,1.73451,safe,0.99722
turn,3.221739,bets,2.21739,average,0.88696
turn,3.221739,calls,2.21739,safe,0.9971
river,4.196212,bets,1.96212,average,0.78485
river,4.196212,calls,1.96212,safe,0.9303
hole,1.1,calls,1.0,agressive,0.16
hole,1.1,calls,1.0,average,0.204
hole,-1.1,folds,1.0,safe,0.123
flop,1.0,checks,0.0,agressive,0.42646
flop,1.0,checks,0.0,average,0.48196
turn,1.0,checks,0.0,agressive,0.32947
turn,1.0,checks,0.0,average,0.40676
river,1.0,checks,0.0,agressive,0.36869
river,1.0,checks,0.0,average,0.47374
hole,1.1,calls,1.0,agressive,0.11
hole,1.1,calls,1.0,average,0.174
hole,1.1,calls,1.0,safe,0.208
flop,1.0,checks,0.0,agressive,0.22294
flop,2.178076,bets,1.78076,average,0.7123
flop,0.17807599999999998,folds,1.78076,safe,0.55597
flop,0.17807599999999998,folds,1.78076,agressive,0.22294
hole,1.1,calls,1.0,agressive,0.128
hole,1.1,calls,1.0,average,0.135
hole,1.1,calls,1.0,safe,0.216
flop,2.247456,bets,2.47456,agressive,0.98982
flop,0.24745599999999998,folds,2.47456,average,0.17484
flop,0.24745599999999998,folds,2.47456,safe,0.36355
hole,1.1,calls,1.0,agressive,0.106
hole,1.1,calls,1.0,average,0.115
hole,1.1,calls,1.0,safe,0.223
flop,0.15656799999999998,folds,1.56568,agressive,0.12673
flop,2.156568,calls,1.56568,average,0.77428
flop,0.15656799999999998,folds,1.56568,safe,0.43756
turn,3.167391,calls,1.67391,average,0.95749
river,4.237374,bets,2.37374,average,0.94949
hole,1.2352,bets,2.352,agressive,0.336
hole,1.2352,calls,2.352,average,0.231
hole,1.2352,calls,2.352,safe,0.492
flop,2.237512,bets,2.37512,agressive,0.95005
flop,0.237512,folds,2.37512,average,0.56707
flop,2.237512,calls,2.37512,safe,0.9667
turn,3.221981,bets,2.21981,agressive,0.88792
turn,3.221981,calls,2.21981,safe,0.90531
river,4.189646,bets,1.89646,agressive,0.75859
river,4.189646,calls,1.89646,safe,0.86162
hole,1.1708,bets,1.708,agressive,0.244
hole,1.1708,calls,1.708,average,0.14
hole,-0.8291999999999999,folds,1.708,safe,0.133
flop,1.0,checks,0.0,agressive,0.57817
flop,1.0,checks,0.0,average,0.04533
turn,1.0,checks,0.0,agressive,0.47246
turn,1.0,checks,0.0,average,0.03188
river,1.0,checks,0.0,agressive,0.49394
river,1.0,checks,0.0,average,0.03333
hole,1.1,calls,1.0,agressive,0.137
hole,1.1,calls,1.0,average,0.279
hole,1.1,calls,1.0,safe,0.17
flop,0.19287700000000002,folds,1.92877,agressive,0.39685
flop,2.192877,calls,1.92877,average,0.60037
flop,0.19287700000000002,folds,1.92877,safe,0.67993
turn,1.1628020000000001,folds,1.62802,average,0.46473
hole,1.1,calls,1.0,agressive,0.133
hole,1.1,calls,1.0,average,0.11
hole,1.1,calls,1.0,safe,0.235
flop,0.20559699999999997,folds,2.05597,agressive,0.03053
flop,2.205597,calls,2.05597,average,0.78353
flop,0.20559699999999997,folds,2.05597,safe,0.46346
turn,3.176087,calls,1.76087,average,0.98647
river,4.234091,bets,2.34091,average,0.93636
hole,1.1,calls,1.0,agressive,0.194
hole,1.1,calls,1.0,average,0.173
hole,-1.1,folds,1.0,safe,0.1
flop,1.0,checks,0.0,agressive,0.51896
flop,2.1716,bets,1.716,average,0.6864
flop,0.1716,folds,1.716,agressive,0.51896
hole,1.1,calls,1.0,agressive,0.151
hole,1.1,calls,1.0,average,0.12
hole,1.1,calls,1.0,safe,0.173
flop,2.22271,bets,2.2271,agressive,0.89084
flop,2.22271,calls,2.2271,average,0.97502
flop,0.22271000000000002,folds,2.2271,safe,0.51896
turn,3.205797,bets,2.05797,agressive,0.82319
